"Título","Descrição","Status"
"ia: Agente de segurança — análise conversacional do estado do cofre via chat","## Contexto
A infraestrutura de agentes LLM do Axiom já suporta 6 domínios (finance, budget, forecast, insight, library, planning). O módulo Segurança não tem representação nessa infraestrutura. Um agente especializado em segurança permitiria ao usuário fazer perguntas como ""Quais senhas preciso trocar com mais urgência?"" ou ""Explique o que aconteceu no meu cofre ontem"".

## Proposta
Criar o domínio `security` no `core/router.py` dos agentes, com tools especializadas de leitura do vault health e activity logs.

## Critérios de Aceite
- [ ] Novo domínio `security` registrado em `api/agents/core/router.py`
- [ ] Tools disponíveis para o agente: `get_vault_health_report()`, `get_recent_activity_logs()`, `get_password_stats()`, `get_expiring_cards()`
- [ ] Roteamento automático: perguntas sobre cofre, senhas, segurança são roteadas ao agente `security`
- [ ] Agente responde em português e evita revelar dados sensíveis (senhas, números de cartão) — apenas metadados
- [ ] Integração disponível no chat de agentes existente (`/agents`)
- [ ] Exemplo de prompts que o agente responde: ""Meu cofre está seguro?"", ""Quais senhas devo trocar primeiro?"", ""Houve alguma atividade suspeita recentemente?""

## Arquivos Relacionados
- `api/agents/core/router.py`
- `api/agents/` — estrutura de domínios existente
- `api/security/views.py` — endpoints de health e activity logs (já existentes)","✅ Feito"
"ia: Busca semântica no cofre com pgvector e embeddings locais","## Contexto
A busca atual no cofre é exata (match de substring em título, site, username). Buscas semânticas como ""email do trabalho relacionado à AWS"" ou ""conta de streaming que uso no computador"" não retornam resultados mesmo quando o item existe com descrição diferente. pgvector já está disponível no stack.

## Proposta
Indexar metadados de itens do cofre (título, site, notas, categoria) com embeddings gerados pelo `nomic-embed-text` local, armazenados em pgvector. Busca semântica como alternativa à busca exata.

## Critérios de Aceite
- [ ] Model abstrato `VaultEmbeddable` ou campo `embedding` (VectorField) adicionado a `Password`, `StoredCreditCard`, `StoredBankAccount`, `Archive`
- [ ] Signal `post_save` agenda geração de embedding via Celery (assíncrono, baixa prioridade)
- [ ] Embedding gerado a partir de: `{titulo} {site} {categoria} {notas_truncadas}` (sem campos criptografados)
- [ ] Endpoint de busca aceita parâmetro `?semantic=true` para usar busca por similaridade coseno via pgvector
- [ ] Resultados semânticos marcados com badge ""Busca inteligente""
- [ ] Fallback automático para busca exata se nenhum embedding disponível
- [ ] Embeddings re-gerados ao editar metadados (não ao alterar senha — dados criptografados não são indexados)

## Arquivos Relacionados
- `api/security/models.py`
- `api/agents/core/llm_client.py` — cliente de embeddings existente
- `api/security/views.py` — novo `SecuritySearchView`","❌ Pendente"
"ia: Detecção de anomalias no ActivityLog com análise de padrões","## Contexto
O ActivityLog registra todas as ações do cofre, mas sem análise de padrões. Comportamentos como reveal de 10+ itens em 5 minutos, acesso de IPs novos às 3h da manhã, ou tentativas de unlock repetidas em sequência não geram alertas automáticos baseados em inteligência.

## Proposta
Implementar análise periódica do ActivityLog com regras + LLM para detectar anomalias não cobertas por regras simples, disparando alertas quando padrões suspeitos são identificados.

## Critérios de Aceite
- [ ] Celery task a cada 15 minutos analisa janela deslizante dos últimos 30 minutos do ActivityLog por usuário
- [ ] Regras heurísticas detectadas: rate anormal de reveals, múltiplas falhas de unlock, acesso de novo IP
- [ ] Para padrões ambíguos, consulta o LLM com o contexto anonimizado para classificar como suspeito/normal
- [ ] Anomalia detectada: cria `ActivityLog` com action `anomaly_detected` + notificação in-app
- [ ] Notificação inclui descrição do padrão detectado e link para os logs relevantes
- [ ] Falsos positivos podem ser marcados pelo usuário (feedback para calibração futura)
- [ ] Model `VaultAnomalyEvent` para histórico de anomalias detectadas

## Arquivos Relacionados
- `api/security/models.py`
- `api/agents/core/llm_client.py`
- `api/notifications/`","❌ Pendente"
"ia: Resumo semanal de segurança por e-mail com insights personalizados","## Contexto
O usuário não tem visibilidade passiva do estado de segurança do seu cofre. Para manter awareness, precisa navegar ativamente para o VaultHealthReport. Um resumo semanal automatizado manteria o usuário informado sem ação proativa.

## Proposta
Celery beat task semanal (toda segunda-feira às 9h) gera e envia e-mail com resumo de segurança personalizado, incluindo score atual, variação semanal, top 3 recomendações e atividade da semana.

## Critérios de Aceite
- [ ] Celery beat task `send_weekly_security_digest` agendada para toda segunda-feira às 09:00 America/Sao_Paulo
- [ ] E-mail enviado apenas para usuários com vault configurado e `email_verified=True`
- [ ] Conteúdo: score atual, variação vs. semana anterior, problemas críticos em destaque, top 3 recomendações geradas pelo agente de segurança, resumo de atividade (N reveals, N itens criados, N tokens usados)
- [ ] Template de e-mail HTML responsivo
- [ ] Link de unsubscribe por categoria (manter outros e-mails da plataforma)
- [ ] Configuração per-usuário: ativar/desativar digest em preferências de notificação

## Arquivos Relacionados
- `api/security/` — nova task
- `api/agents/` — chamada ao agente para gerar recomendações
- `api/authentication/` — templates de e-mail existentes","❌ Pendente"
"feat: Cofre compartilhado entre membros da equipe (criptografia assimétrica)","## Contexto
O Axiom suporta múltiplos usuários via o módulo `members`. Atualmente não há forma de compartilhar um conjunto de credenciais entre membros de uma mesma organização de forma segura e persistente. Share tokens são temporários e individuais.

## Proposta
Implementar pastas compartilhadas: o dono da pasta re-criptografa o vault_key da pasta com a chave pública do membro convidado. O convidado decripta com sua chave privada ao abrir. Modelo de criptografia end-to-end sem plaintext server-side.

## Critérios de Aceite
- [ ] Par de chaves RSA (2048-bit) gerado por usuário no setup do cofre, armazenado no servidor (chave pública) e criptografado com vault_key (chave privada)
- [ ] `VaultFolder` recebe campo `shared_members` (M2M para `Member`) com nível de permissão (leitura/escrita)
- [ ] Ao compartilhar, vault_key da pasta é encriptado com RSA public key de cada membro convidado
- [ ] Membro convidado decripta o vault_key da pasta com sua RSA private key (descriptografada com seu vault_key)
- [ ] Audit trail: todas as ações de membros na pasta compartilhada são registradas no ActivityLog
- [ ] Permissões granulares: leitura (pode revelar), escrita (pode criar/editar), administração (pode adicionar membros)
- [ ] Revogação de acesso: remove a entrada encriptada do vault_key para aquele membro

## Arquivos Relacionados
- `api/security/models.py` — `VaultConfig`, `VaultFolder`
- `api/members/` — integração com sistema de membros
- `frontend/src/pages/` — nova tela de gestão de pastas compartilhadas

## Notas Técnicas
Esta é a funcionalidade de maior complexidade criptográfica do módulo. Requer cuidado especial com key rotation e revogação.","❌ Pendente"
"feat: Múltiplos perfis de cofre por usuário (Pessoal e Empresa)","## Contexto
Usuários que usam o Axiom tanto para gestão pessoal quanto profissional precisam misturar credenciais dos dois contextos no mesmo cofre, ou usar contas separadas. Múltiplos perfis de cofre isolados, com master passwords distintas opcionalmente, permitiriam separação de contexto sem múltiplas contas.

## Proposta
Permitir múltiplos `VaultConfig` por usuário, cada um com `profile_name` e `salt`/`encrypted_vault_key` próprios. Vault keys armazenados separadamente no Redis com prefixo de perfil.

## Critérios de Aceite
- [ ] `VaultConfig` perde constraint de OneToOne com `Member`, passa a ser ForeignKey com `unique_together(owner, profile_name)`
- [ ] Perfil padrão ""Pessoal"" criado no setup inicial
- [ ] Opção de criar perfil adicional (ex: ""Empresa"") com sua própria senha mestre
- [ ] Seletor de perfil ativo no header do módulo (dropdown com perfis disponíveis)
- [ ] Ao trocar de perfil, vault_key do perfil anterior é removido do Redis e o novo precisa ser desbloqueado
- [ ] Todos os itens do cofre têm FK para `VaultConfig` (perfil) ao invés de direto ao usuário
- [ ] Migration para associar itens existentes ao perfil padrão ""Pessoal""

## Arquivos Relacionados
- `api/security/models.py` — `VaultConfig` e todos os models de item
- `api/security/vault_config.py`
- `frontend/src/components/security/VaultGuard.tsx`","❌ Pendente"
"ia: Breach notification automatizada — monitoramento passivo via HIBP","## Contexto
A verificação de vazamentos proposta na Fase 2 é manual (usuário aciona). Para uma proteção completa, o sistema deveria monitorar automaticamente novos vazamentos que contenham o e-mail do usuário e notificar proativamente, sem necessidade de ação.

## Proposta
Integrar com HIBP Breach API (requer subscription) para monitoramento do e-mail do usuário. Quando um novo breach contendo o e-mail é detectado, correlacionar com credenciais do cofre e gerar alerta.

## Critérios de Aceite
- [ ] Celery beat task semanal consulta `api.haveibeenpwned.com/account/{email}/breaches` com API key
- [ ] Novos breaches (não vistos antes) são comparados com os domínios das credenciais armazenadas
- [ ] Credenciais com domínio afetado recebem flag `breach_detected=True` com nome do breach
- [ ] Notificação in-app e e-mail: ""Seu e-mail apareceu no vazamento [nome] — [N] das suas senhas podem estar comprometidas""
- [ ] Badge de alerta em senhas afetadas na listagem
- [ ] `HIBP_API_KEY` adicionado às variáveis de ambiente
- [ ] Usuário pode desativar monitoramento em preferências

## Arquivos Relacionados
- `api/security/models.py` — `Password` (campo `breach_detected`)
- `api/app/settings.py` — nova variável `HIBP_API_KEY`
- `api/notifications/`","❌ Pendente"
"feat: API pública do cofre para integrações externas","## Contexto
Usuários avançados e desenvolvedores podem querer integrar o cofre do Axiom com scripts, CI/CD pipelines, ou outras ferramentas. Sem uma API pública documentada e com autenticação por API key, isso não é possível.

## Proposta
Criar API keys de cofre (escopo limitado) que permitem acesso programático às credenciais via API REST, com permissões granulares e auditoria.

## Critérios de Aceite
- [ ] Model `VaultAPIKey` com campos: `owner`, `key_hash` (SHA-256), `name`, `scopes` (JSONField), `last_used_at`, `is_active`
- [ ] Scopes disponíveis: `read:passwords`, `read:cards`, `read:accounts`, `read:archives`
- [ ] Autenticação via header `X-Vault-API-Key: {key}` — requer vault desbloqueado em sessão paralela
- [ ] Endpoints existentes aceitam autenticação por API key como alternativa ao JWT
- [ ] Rate limiting dedicado para API keys (10 req/min por padrão)
- [ ] Tela de gestão de API keys em Configurações do Cofre
- [ ] Todas as chamadas via API key registradas no ActivityLog com flag `api_key_access`
- [ ] Documentação no Swagger (`/api/docs/`)

## Arquivos Relacionados
- `api/security/models.py`
- `api/security/views.py`
- `app/authentication/` — sistema de autenticação existente","❌ Pendente"
"feat: Mobile PWA com cache local criptografado para acesso offline","## Contexto
O Axiom é uma aplicação web sem app mobile. Em situações sem conectividade, o usuário não consegue acessar credenciais do cofre. Um PWA com cache local criptografado permitiria acesso de emergência às credenciais mais importantes mesmo sem internet.

## Proposta
Implementar Progressive Web App com Service Worker que mantém cache criptografado dos itens marcados como favoritos. Os dados são criptografados com uma chave derivada do master password antes de serem salvos no localStorage/IndexedDB.

## Critérios de Aceite
- [ ] Manifesto PWA (`manifest.json`) com ícones e configuração de instalação
- [ ] Service Worker intercepta requests ao módulo Segurança quando offline
- [ ] Apenas itens favoritos (`is_favorite=true`) são incluídos no cache offline
- [ ] Dados cacheados criptografados com chave derivada do master password (PBKDF2) antes de salvar no IndexedDB
- [ ] Ao ficar online, cache é sincronizado e re-criptografado com o vault_key do servidor
- [ ] Banner ""Adicionar à tela inicial"" exibido após 3 visitas ao módulo Segurança
- [ ] Cache offline expira após 24h (dados excluídos automaticamente)
- [ ] Indicador visual quando operando em modo offline

## Arquivos Relacionados
- `frontend/src/` — novo `service-worker.ts`
- `frontend/vite.config.ts` — configuração de PWA (plugin `vite-plugin-pwa`)
- `frontend/public/manifest.json`","❌ Pendente"
"feat: Integração vertical cofre ↔ módulo financeiro (cartões e contas)","## Contexto
As FKs entre `StoredCreditCard` ↔ `CreditCard` e `StoredBankAccount` ↔ `Account` existem no model, mas não são materializadas em nenhum fluxo de UI. O usuário gerencia credenciais financeiras no módulo financeiro e suas senhas separadamente no cofre, sem conexão entre os dois contextos.

## Proposta
Criar fluxos bidirecionais: (1) ao criar um cartão no módulo financeiro, sugerir salvar dados no cofre; (2) ao criar uma conta bancária financeira, sugerir criar conta no cofre; (3) nos detalhes do cartão/conta financeira, exibir link direto para as credenciais do cofre.

## Critérios de Aceite
- [ ] Após criar `CreditCard` no módulo financeiro, modal sugerindo ""Salvar dados de acesso no cofre?"" com pre-preenchimento do nome e bandeira
- [ ] Após criar `Account` no módulo financeiro, sugestão similar para `StoredBankAccount`
- [ ] No detalhe do cartão financeiro, seção ""Credenciais no cofre"" exibe link para o `StoredCreditCard` vinculado (quando existe)
- [ ] No detalhe da conta financeira, seção similar para `StoredBankAccount` vinculada
- [ ] FK de ligação pode ser definida/alterada a qualquer momento via botão ""Vincular ao cofre""
- [ ] Quando vault está bloqueado, seção de credenciais exibe apenas link ""Desbloquear cofre para ver""
- [ ] Sugestão de criação no cofre pode ser dispensada permanentemente por cartão/conta

## Arquivos Relacionados
- `api/security/models.py` — `StoredCreditCard`, `StoredBankAccount`
- `api/credit_cards/` — módulo de cartões financeiros
- `api/accounts/` — módulo de contas financeiras
- `frontend/src/pages/` — detalhes de cartões e contas","❌ Pendente"
"[Problema] Navegação do módulo de Planejamento Pessoal fragmentada em 6+ rotas sem hierarquia","**Contexto**
O módulo possui 6+ rotas separadas sem hierarquia clara: `/planning/dashboard`, `/planning/routine-tasks`, `/planning/daily-checklist`, `/planning/today-tasks`, `/planning/workout` e `/planning/nutrition`. A rota `/planning/tasks-goals` apenas redireciona para outra, gerando confusão adicional.

**Impacto**
O usuário não encontra funcionalidades com facilidade, abandona áreas que desconhece e a experiência parece um conjunto de ferramentas desconexas em vez de um sistema coeso de desenvolvimento pessoal.

**Critérios de Aceite**
- [ ] Criar layout de módulo com sidebar contextual própria
- [ ] Agrupar rotas em seções lógicas: Hoje / Rotinas & Metas / Corpo / Progresso
- [ ] Consolidar ou remover a rota `/planning/tasks-goals`
- [ ] Adicionar breadcrumb contextual em cada subpágina
- [ ] Navegação entre qualquer domínio possível em até 2 cliques","✅ Feito"
"[Problema] Domínios de Treino, Nutrição, Rotinas e Metas funcionam como ilhas sem integração real","**Contexto**
Os cinco domínios (rotinas, metas, treinos, nutrição e reflexão) coexistem sem integração real entre si. Um treino concluído não alimenta uma meta de saúde. Um log nutricional não impacta os objetivos do usuário. As reflexões diárias existem isoladas sem conexão com padrões de comportamento ou produtividade.

**Impacto**
O usuário não percebe o módulo como um sistema integrado de desenvolvimento pessoal. Perde motivação de usar todas as partes ao não ver resultado holístico do esforço combinado entre as áreas.

**Critérios de Aceite**
- [ ] Metas podem ser alimentadas por sessões de treino e/ou logs nutricionais além de instâncias de tarefas
- [ ] Endpoint de recálculo de goal atualizado para aceitar fontes de progresso adicionais
- [ ] Dashboard exibe progresso consolidado entre os domínios
- [ ] Reflexão diária correlacionada com taxa de conclusão de tarefas no mesmo período","🔄 Parcial"
"[Problema] Sistema de gamificação (XP, badges, streaks) existe mas não é percebido pelo usuário","**Contexto**
O backend possui sistema completo de gamificação: XP, níveis, badges por categoria, streaks e transações de XP. O `GamificationPanel.tsx` existe no frontend, mas a gamificação não está integrada ao fluxo diário de uso. Não há celebrações visíveis, progressão percebida nem momentos de recompensa.

**Impacto**
Um sistema de retenção tecnicamente completo é desperdiçado. O usuário não sente progressão nem orgulho e não tem motivo emocional para retornar no dia seguinte.

**Critérios de Aceite**
- [ ] Barra de XP visível no topo da página Hoje
- [ ] Animação de celebração ao completar cada tarefa (check satisfatório)
- [ ] Notificação in-app ao ganhar um novo badge
- [ ] Modal/overlay ao subir de nível com resumo das conquistas
- [ ] Indicador de streak visível e proeminente na tela principal","✅ Feito"
"[Problema] Fluxo de registro de sessão de treino exige 4 a 5 níveis de navegação","**Contexto**
Para registrar um treino, o usuário precisa: criar Plano → criar Dias dentro do plano → adicionar Exercícios por Dia → iniciar uma Sessão → registrar Séries com carga e repetições. São 4-5 passos hierárquicos antes de qualquer valor ser percebido.

**Impacto**
Alta taxa de abandono na funcionalidade de treino. A maioria dos usuários nunca chega a usar o módulo de workout plenamente, tornando toda a estrutura de dados de sessões subutilizada.

**Critérios de Aceite**
- [ ] Criar tela Quick Log que detecta o plano ativo e exibe o treino do dia diretamente
- [ ] Registro de série (carga + reps) em campos inline sem navegação extra
- [ ] Conclusão da sessão em no máximo 3 interações a partir da tela principal
- [ ] Manter o fluxo completo de gerenciamento acessível para usuários avançados","✅ Feito"
"[Problema] Reflexão diária existe como rota separada e não tem conexão com o checklist do dia","**Contexto**
O `DailyReflection` com humor e notas de texto tem rota própria em `/planning/reflections`, completamente separada da tela de checklist diário. Não há nenhum estímulo natural para o usuário registrar a reflexão após completar suas tarefas.

**Impacto**
Baixíssima adesão à funcionalidade de reflexão. O dado de humor fica sub-utilizado nos analytics e a correlação humor-produtividade se torna impossível por falta de dados.

**Critérios de Aceite**
- [ ] Componente de reflexão integrado ao final da tela Hoje
- [ ] Card de reflexão aparece quando todas as tarefas do dia foram processadas (ou às 20h)
- [ ] Seletor de humor e campo de notas acessíveis inline, sem mudança de rota
- [ ] Manter a rota /planning/reflections para histórico e consulta","✅ Feito"
"[Problema] Insights do dashboard são passivos, descritivos e não sugerem nenhuma ação","**Contexto**
O dashboard exibe insights gerados pelo analytics de 90 dias como  'Terça-feira é seu melhor dia' e 'Fins de semana têm 23% menos conclusão', mas nenhum deles vem acompanhado de uma ação sugerida ou de um próximo passo claro.

**Impacto**
O usuário lê o insight, acha interessante e não sabe o que fazer com a informação. O dado existe mas não gera mudança de comportamento, desperdiçando o potencial analítico do módulo.

**Critérios de Aceite**
- [ ] Cada insight passa a ter um CTA (call to action) acionável
- [ ] Adicionar card de Recomendação da Semana no dashboard com sugestão personalizada
- [ ] Insights negativos sugerem ajustes específicos (ex: reduzir tarefas em dias ruins)
- [ ] Insights positivos sugerem próximos desafios (ex: adicionar nova rotina após streak alto)","✅ Feito"
"[Problema] Sistema de notificações e lembretes de tarefas não está implementado no frontend","**Contexto**
O modelo `RoutineTask` no backend possui campos `default_time`, `closing_time` e `scheduled_times` que definem quando as tarefas devem ser executadas. No entanto, o frontend não implementa nenhum mecanismo de notificação, lembrete ou alerta baseado nesses horários.

**Impacto**
O usuário precisa se lembrar de abrir o aplicativo para ver suas tarefas. A taxa de conclusão de tarefas agendadas cai drasticamente sem lembretes proativos, especialmente para novos usuários.

**Critérios de Aceite**
- [ ] Configuração de notificações in-app por tarefa (usar campos já existentes no modelo)
- [ ] Notificações via Web Push API para usuários com permissão concedida
- [ ] Centro de notificações com histórico de lembretes do dia
- [ ] Opção de silenciar notificações por período (modo foco)","❌ Pendente"
"[Problema] Módulo não possui fluxo de onboarding para novos usuários","**Contexto**
Um novo usuário que acessa o módulo de Planejamento Pessoal pela primeira vez encontra um dashboard com métricas zeradas, tabelas vazias e nenhuma orientação sobre por onde começar ou qual é o valor que o módulo entrega.

**Impacto**
Alta taxa de abandono na primeira sessão. O usuário não percebe o valor do módulo e não retorna para configurar uma rotina, perdendo o principal vetor de retenção de longo prazo do produto.

**Critérios de Aceite**
- [ ] Wizard de onboarding de 4 etapas: objetivos, tempo disponível, dias preferidos, preview da rotina gerada
- [ ] Importação de template sugerido com base nos objetivos declarados
- [ ] Estado de dashboard vazio substitído por guia de primeiros passos
- [ ] Conclusão do onboarding deve resultar em ao menos uma rotina ativa","🔄 Parcial"
"[Problema] Templates de rotina são somente leitura — usuário não pode criar ou salvar os próprios","**Contexto**
O sistema de templates (`RoutineTemplate`) permite apenas importar templates pré-definidos pelo sistema. Não existe mecanismo para o usuário salvar suas próprias rotinas configuradas como template para reutilização futura ou compartilhamento com membros.

**Impacto**
Usuários avançados que constroem rotinas bem elaboradas não podem preservá-las para reset ou compartilhá-las. O potencial de engajamento via comunidade e colaboração é desperdiçado.

**Critérios de Aceite**
- [ ] Botão Salvar como Template ao selecionar um conjunto de tarefas de rotina
- [ ] Templates pessoais listados separadamente dos templates do sistema
- [ ] Templates pessoais podem ser importados em outros contextos (reset, novo período)
- [ ] Opção de compartilhar template com membros do workspace","❌ Pendente"
"[Problema] Exportação de dados disponível apenas para tarefas de rotina","**Contexto**
O módulo implementa exportação em PDF e Excel apenas para `RoutineTasks` via `use-routine-export.ts`. Metas, histórico de treinos, logs nutricionais, reflexões diárias e dados de gamificação não possuem opção de exportação.

**Impacto**
Usuários avançados que querem consolidar dados de saúde e progresso ficam sem opção. Limita o valor percebido de longo prazo do módulo para usuários que querem histórico exportável.

**Critérios de Aceite**
- [ ] Exportação de histórico de sessões de treino (PDF/Excel)
- [ ] Exportação de logs nutricionais por período
- [ ] Exportação de reflexões diárias com humor
- [ ] Exportação consolidada de progresso de metas","❌ Pendente"
"[UX/UI] Dashboard sobrecarregado de informações sem hierarquia visual clara","**Contexto**
O `PersonalPlanningDashboard.tsx` apresenta em uma única tela: heatmap, gráfico de barras semanal, gráfico de pizza por categoria, múltiplos cards de stats, progresso de metas ativas, weekday analytics e insights automáticos. A hierarquia visual não guia o olhar do usuário para o que importa.

**Impacto**
Sobrecarga cognitiva. O usuário não sabe onde focar, demora para encontrar a informação mais relevante e a tela parece um relatório técnico em vez de um painel motivacional.

**Proposta de Melhoria**
- [ ] Aplicar progressive disclosure: exibir 3-4 KPIs principais em destaque no topo
- [ ] Seções secundárias (heatmap, weekday, analytics) colapsadas por padrão
- [ ] A primeira leitura da tela deve responder: Estou indo bem hoje?
- [ ] Hierarquia clara: Hero stats → Progresso do dia → Tendências → Analytics","❌ Pendente"
"[UX/UI] Cards de estatísticas do dashboard são genéricos e sem identidade visual","**Contexto**
Os `StatCard`s que exibem streak, taxa de conclusão, metas ativas e dados de treino seguem um padrão visual de template de dashboard sem diferenciação ou personalidade. Não comunicam estado (bom/neutro/ruim) sem exigir leitura dos números.

**Proposta de Melhoria**
- [ ] Adicionar sparklines inline nos cards de streak e taxa de conclusão
- [ ] Animação de counter ao carregar os valores (usando `useCounter` já disponível em `lib/animations`)
- [ ] Cores contextuais dinâmicas: verde para acima da média, amarelo para neutro, vermelho para abaixo
- [ ] Ícones e micro-ilustrações específicas por tipo de métrica em vez de ícones genéricos","❌ Pendente"
"[UX/UI] Vista Kanban de tarefas sem identidade visual e sem microinterações","**Contexto**
O modo Kanban das tarefas do dia (`TodayKanbanView.tsx`) é funcional mas visualmente genérico. As colunas não têm personalidade, os cards não comunicam urgência ou contexto de forma imediata, e não há microinterações ao mover tarefas entre colunas.

**Proposta de Melhoria**
- [ ] Adicionar borda lateral colorida nos cards baseada na categoria da tarefa
- [ ] Indicador de prioridade com visual mais expressivo (não apenas texto)
- [ ] Microtransição suave ao arrastar e soltar um card entre colunas (Framer Motion)
- [ ] Cabeçalho de coluna com contador animado ao mudar status
- [ ] Estado visual de coluna cheia ao completar todas as tarefas da coluna","🔄 Parcial"
"[UX/UI] Ausência de feedback visual e celebração ao completar tarefas e marcos do dia","**Contexto**
Ao completar uma tarefa, o único feedback visual é a mudança de status. Ao completar 100% das tarefas do dia, absolutamente nada acontece. O sistema não celebra conquistas nem reforça positivamente o comportamento desejado.

**Impacto**
A ausência de reforço positivo reduz a satisfação de uso. O usuário não sente a diferença entre um dia produtivo e um dia improdutivo dentro do app.

**Proposta de Melhoria**
- [ ] Animação de check satisfatória ao completar uma tarefa individual
- [ ] Efeito de confetti ou barra de progresso animada ao atingir 100% no dia
- [ ] Toast de celebração de streak ao manter consistência por 3, 7, 14, 30 dias
- [ ] Micro-animação de XP flutuando ao ganhar pontos","❌ Pendente"
"[UX/UI] Formulário de criação de tarefa de rotina expõe campos técnicos sem contextualização","**Contexto**
O `RoutineTaskForm.tsx` expõe diretamente campos como `skip_tolerance`, `interval_hours`, `target_quantity` e `unit` sem contextualização de linguagem natural. Um usuário leigo não compreende a diferença entre intervalo em horas e periodicidade, nem a função de tolerância de pulo.

**Proposta de Melhoria**
- [ ] Reorganizar formulário com linguagem natural: Quero fazer isso [frequência visual]
- [ ] Substituir seletor de dias da semana por ícones clicáveis (seg, ter, qua...)
- [ ] Campos avançados (skip_tolerance, interval_hours) colapsados em Configurações avançadas
- [ ] Tooltips explicativos em cada campo não óbvio
- [ ] Preview de como a tarefa aparecerá no checklist antes de salvar","❌ Pendente"
"[UX/UI] Tela de metas exibe dados em tabela sem progressão visual expressiva","**Contexto**
As metas são gerenciadas em tabela padrão (`DataTable`), adequada para CRUD mas sem conexão emocional com o progresso do usuário. Não há visualização de jornada, linha do tempo ou indicadores que transmitam motivação.

**Proposta de Melhoria**
- [ ] Adicionar view alternativa de cards de jornada com anel de progresso animado
- [ ] Exibir dias restantes para a meta em destaque com cor urgência
- [ ] Linha do tempo de progresso mostrando a evolução histórica do percentual
- [ ] Indicador visual de ritmo: no caminho certo / em risco / em atraso
- [ ] Animação de conclusão ao atingir 100% de uma meta","❌ Pendente"
"[UX/UI] Telas de Treino e Nutrição usam gerenciamento CRUD como ponto de entrada principal","**Contexto**
As telas de Workout e Nutrition apresentam como ponto de entrada listas de gerenciamento (planos, alimentos, tipos de refeição). O usuário que quer simplesmente registrar o treino de hoje ou as refeições do dia precisa navegar por estruturas de gestão antes de qualquer valor imediato.

**Proposta de Melhoria**
- [ ] Primeira visualização de cada tela deve ser o estado atual do dia: plano ativo com próxima sessão / refeições planejadas vs. consumidas hoje
- [ ] Ação principal de cada tela é o registro rápido, não o gerenciamento
- [ ] Gerenciamento de planos, alimentos e configurações movido para aba/seção secundária
- [ ] Card de Hoje no topo com CTA direto para registro","❌ Pendente"
"[UX/UI] Empty states não orientam o usuário sobre o que fazer e qual é o valor da funcionalidade","**Contexto**
Usuários novos ou sem dados encontram tabelas e painéis vazios com o componente `EmptyState` genérico. Não há orientação sobre como começar, qual é o benefício esperado, nem sugestão de primeiro passo.

**Proposta de Melhoria**
- [ ] Empty states específicos por seção com ilustração contextual temática
- [ ] Texto explicativo sobre o valor da funcionalidade (por que isso importa?)
- [ ] CTA direto e contextual: Criar primeira rotina / Importar template / Iniciar plano de treino
- [ ] Empty states de dashboard com link para o onboarding wizard
- [ ] Estado de primeiro acesso diferenciado do estado de zero dados após uso","🔄 Parcial"
"[UX/UI] Heatmap de hábitos sem interatividade, tooltips ricos e opção de expansão","**Contexto**
O componente `HabitHeatmap.tsx` exibe a consistência de hábitos de forma estática. Não há tooltip ao passar o mouse sobre uma célula, não é possível filtrar por categoria e o heatmap fica pequeno e ilegível quando o usuário tem muitos hábitos.

**Proposta de Melhoria**
- [ ] Tooltip rico ao hover: data, tarefas completadas no dia, humor registrado
- [ ] Filtro por categoria de tarefa (saúde, finanças, trabalho, etc.)
- [ ] Opção de expandir o heatmap para tela cheia ou painel lateral
- [ ] Heatmap anual (estilo GitHub contributions) como alternativa ao semanal
- [ ] Legenda clara com escala de intensidade","🔄 Parcial"
"[Melhoria] Unificar navegação do módulo com sidebar contextual e agrupamento lógico por domínio","**Contexto**
A navegação atual do módulo de Planejamento Pessoal usa o menu lateral global da aplicação sem hierarquia própria, expondo 6+ links de mesmo nível sem relacionamento visual entre eles.

**Proposta**
Criar um layout wrapper para o módulo `/planning/*` com sidebar secundária organizada em grupos colapsáveis:
- **Hoje**: Visão integrada do dia + Reflexão
- **Rotinas & Metas**: Tarefas de rotina + Metas pessoais
- **Corpo**: Treinos + Nutrição
- **Progresso**: Dashboard + Analytics

**Benefício Esperado**
Redução de 60%+ no tempo de navegação para encontrar funcionalidades. Sensação de produto coeso em vez de ferramentas soltas.","✅ Feito"
"[Melhoria] Conectar progresso de Metas a sessões de treino e logs nutricionais","**Contexto**
Atualmente, o progresso de `Goal` é calculado exclusivamente a partir de `TaskInstance`. Metas de saúde como Treinar 4x por semana não podem ser alimentadas automaticamente pelas sessões de `WorkoutSession` existentes no banco.

**Proposta Técnica**
- Adicionar campo `goal_source` no modelo Goal com opções: `task_instances`, `workout_sessions`, `meal_logs`, `custom`
- Expandir `update_goal_progress_on_instance_complete` para também reagir a sinais de `WorkoutSession.post_save` e `MealLog.post_save`
- Atualizar `GoalForm` para exibir configuração de fonte de progresso condicionalmente

**Benefício Esperado**
O usuário finalmente vê valor integrado: a meta de saúde avança automaticamente quando ele malha ou se alimenta bem.","✅ Feito"
